ID_cliente,cliente_vigente,genero,cliente>=65_anos,matrimonio,tiene_dependientes,#_meses_contrato,servicio_telefonico,suscripcion>1_linea,internet_internetservice,suscripcion_seguridad_linea,suscripcion_de_respaldo,suscripcion_proteccion,suscripcion_soporte,suscripcion_tv_cable,suscripcion_peliculas,tipo_contrato,factura_electronica,forma_pago,total_servicios_mes,total_pagado_cliente,Cuentas_Diarias
7480-splef,0,Male,0,1,1,69,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),26.0,1796.55,59.885
7481-atqqs,1,Female,1,0,0,49,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),90.85,4515.85,150.52833333333334
7483-iqwib,0,Male,0,1,1,37,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,92.95,3415.25,113.84166666666667
7486-ksrvi,1,Male,0,0,0,43,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.0,4211.55,140.38500000000002
7488-mxjiv,1,Female,0,0,0,4,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.65,321.65,10.721666666666666
7492-tafjd,0,Male,0,1,1,7,0,0,Dsl,1,1,1,0,0,0,Two year,0,Mailed check,38.55,280.0,9.333333333333334
7493-gvfio,0,Male,0,0,0,57,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.55,1252.85,41.76166666666666
7493-tpuwz,1,Male,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.15,79.15,2.6383333333333336
7495-ookfy,1,Female,1,1,0,8,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),80.65,633.3,21.11
7501-iwung,0,Female,0,1,1,61,1,0,Dsl,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),73.8,4616.05,153.86833333333334
7501-vtylj,0,Female,0,0,1,2,1,0,Dsl,0,1,0,0,0,0,Month-to-month,0,Mailed check,51.55,106.2,3.54
7502-bnygs,0,Female,0,1,0,46,1,0,Dsl,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),69.1,3168.0,105.6
7503-epszw,0,Female,0,1,1,64,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.05,1559.15,51.97166666666667
7503-mioga,0,Female,1,1,0,72,1,1,Dsl,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),89.85,6697.35,223.245
7503-qqrvf,1,Male,1,1,0,16,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),74.3,1178.25,39.275
7503-zguzj,1,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,84.65,84.65,2.8216666666666668
7504-uwhnb,0,Male,0,0,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.75,1729.35,57.644999999999996
7508-dqakk,0,Female,0,0,0,64,1,1,Dsl,1,1,1,1,1,1,Two year,1,Credit card (automatic),86.4,5442.05,181.40166666666667
7508-kbimb,0,Male,0,1,1,24,1,0,Dsl,1,0,1,0,0,0,One year,1,Credit card (automatic),56.25,1454.25,48.475
7508-mybog,1,Male,0,1,0,14,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.1,1235.55,41.184999999999995
7508-smhxl,0,Female,1,0,0,15,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Credit card (automatic),89.0,1288.3,42.943333333333335
7511-ymxvq,1,Male,0,0,0,9,0,0,Dsl,0,0,0,0,1,1,Month-to-month,1,Electronic check,45.4,418.8,13.96
7515-lodfu,0,Male,1,0,0,69,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.3,1356.3,45.21
7516-gmhuv,0,Male,1,1,0,50,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),105.05,5163.3,172.11
7517-ldmps,0,Female,0,0,0,12,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,84.6,1017.35,33.91166666666667
7517-sawmo,1,Female,0,1,0,19,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,73.2,1441.1,48.03666666666666
7519-jtwqh,0,Female,0,0,0,69,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.5,7455.45,248.515
7520-hqwju,0,Female,0,1,1,66,1,1,Dsl,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),67.45,4508.65,150.28833333333333
7521-afhab,0,Female,0,1,1,5,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.8,220.45,7.348333333333333
7521-yxvzy,0,Male,0,0,1,3,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,58.3,1.9433333333333331
7524-vrlpl,0,Male,1,0,0,69,1,1,Dsl,1,0,1,1,0,1,Two year,0,Credit card (automatic),74.1,5031.0,167.7
7526-bezqb,1,Male,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.05,1148.1,38.269999999999996
7526-ivlyu,0,Male,0,0,0,3,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,68.35,2.2783333333333333
7527-qnrus,0,Male,0,1,1,17,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,25.15,412.6,13.753333333333334
7529-zdfxi,0,Male,1,1,0,57,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.85,4925.35,164.17833333333334
7530-hdyds,1,Female,0,0,0,38,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),84.25,3264.5,108.81666666666666
7531-gqhme,0,Male,0,0,0,12,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,265.45,8.848333333333333
7534-bfesc,1,Male,1,0,0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.1,1712.7,57.09
7537-cbquz,0,Male,1,0,0,63,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),109.4,7031.45,234.38166666666666
7537-rbwea,0,Female,0,0,0,1,0,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.15,25.15,0.8383333333333333
7538-gwhml,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.65,145.15,4.838333333333334
7541-ylxcl,1,Male,0,0,0,36,1,0,Dsl,0,1,0,1,0,1,One year,1,Mailed check,65.4,2498.4,83.28
7542-cyddm,0,Male,0,0,0,18,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,358.5,11.95
7544-zvikx,0,Male,0,1,1,58,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Bank transfer (automatic),105.05,6004.85,200.1616666666667
7547-eknfs,1,Male,0,1,0,42,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),95.25,3959.35,131.97833333333332
7548-sepyi,1,Female,0,0,0,5,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,96.25,512.45,17.081666666666667
7549-mygpk,1,Female,0,1,1,63,1,1,Fiber optic,1,1,1,0,1,0,Month-to-month,1,Electronic check,100.55,6215.35,207.17833333333334
7550-wiqva,0,Male,0,1,1,50,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,108.25,5431.4,181.04666666666665
7551-dacsp,1,Male,0,1,1,6,1,0,Dsl,0,1,1,0,0,0,Month-to-month,1,Mailed check,55.3,324.25,10.808333333333334
7551-johti,1,Female,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.5,19.5,0.65
7552-keygt,0,Male,0,1,0,27,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.55,520.55,17.351666666666667
7554-akdqf,0,Female,0,1,0,6,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.65,323.45,10.781666666666666
7554-newdd,0,Male,0,0,0,10,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,251.6,8.386666666666667
7558-imlmt,0,Male,0,1,1,67,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.8,1411.9,47.06333333333334
7560-qjavj,0,Female,0,0,0,70,1,0,Dsl,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),79.6,5589.45,186.315
7560-qrbxh,0,Female,0,0,1,48,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,936.7,31.223333333333336
7562-gsuhk,1,Female,0,0,0,16,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),93.2,1573.7,52.45666666666667
7562-uxtpg,0,Female,0,0,0,13,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.15,886.7,29.55666666666667
7563-biupc,1,Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.6,415.55,13.851666666666667
7564-ghcvb,0,Female,0,1,1,72,1,1,Fiber optic,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),79.05,5730.7,191.02333333333334
7566-dsrlq,0,Female,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,110.15,7998.8,266.62666666666667
7567-ecmcm,0,Male,0,0,0,24,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),79.85,2001.0,66.7
7568-podml,1,Male,0,0,0,1,0,0,Dsl,0,0,0,0,1,1,Month-to-month,1,Mailed check,45.3,45.3,1.51
7569-nmzyq,0,Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),118.75,8672.45,289.0816666666667
7570-welny,0,Female,0,1,0,68,1,1,Fiber optic,1,1,0,0,0,0,Two year,1,Bank transfer (automatic),84.7,5711.05,190.36833333333334
7571-yxdad,1,Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),74.9,147.15,4.905
7572-kpvkk,0,Male,0,0,1,62,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Electronic check,104.05,6590.5,219.68333333333334
7576-aseju,0,Female,0,1,1,41,1,0,Dsl,1,0,0,1,1,1,One year,1,Credit card (automatic),74.7,3187.65,106.25500000000001
7576-jmywv,0,Female,1,1,1,46,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Electronic check,110.2,4972.1,165.73666666666668
7576-oywbn,1,Male,1,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.05,231.8,7.7266666666666675
7577-swifr,0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.25,89.25,2.975
7579-kkloe,0,Male,0,1,1,71,1,1,Dsl,1,1,1,1,1,1,Two year,1,Mailed check,91.25,6589.6,219.65333333333334
7579-oopec,1,Female,1,1,0,2,1,0,Dsl,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),50.15,115.1,3.8366666666666664
7580-ugxnc,1,Female,1,0,0,2,1,0,Dsl,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.85,104.2,3.4733333333333336
7581-ebbou,0,Female,0,0,0,60,1,0,Dsl,0,1,1,1,1,0,One year,1,Credit card (automatic),70.15,4224.7,140.82333333333332
7586-zatgz,0,Male,0,0,0,40,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.9,3369.05,112.30166666666668
7587-aovvu,0,Male,0,1,1,27,1,1,Fiber optic,1,1,0,1,1,0,Month-to-month,0,Electronic check,100.75,2793.55,93.11833333333334
7587-rznme,1,Male,0,0,0,3,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,43.3,123.65,4.121666666666667
7590-vhveg,0,Female,0,1,0,1,0,0,Dsl,0,1,0,0,0,0,Month-to-month,1,Electronic check,29.85,29.85,0.995
7593-jnwru,1,Male,0,1,1,6,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.6,260.8,8.693333333333333
7593-xfkdi,1,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,46.3,46.3,1.5433333333333332
7594-lznwr,0,Male,1,0,0,34,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),69.15,2275.1,75.83666666666666
7594-rqhxr,1,Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.6,79.6,2.6533333333333333
7595-ehcdl,0,Male,0,1,1,32,0,0,Dsl,0,0,1,0,1,1,Month-to-month,0,Credit card (automatic),50.6,1653.45,55.115
7595-euivn,1,Female,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,75.8,75.8,2.5266666666666664
7596-iiwyc,0,Female,0,0,0,27,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.25,538.2,17.94
7596-lduxp,0,Female,0,0,0,12,1,0,Fiber optic,1,0,0,0,1,0,One year,1,Credit card (automatic),85.15,979.05,32.635
7596-zywbb,0,Female,0,0,0,65,1,0,Dsl,1,1,0,1,0,0,Two year,1,Mailed check,59.6,3739.8,124.66000000000001
7598-uaasy,1,Male,0,1,0,2,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.4,151.8,5.0600000000000005
7599-fkvxz,1,Male,0,1,0,42,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),106.15,4512.7,150.42333333333332
7599-ntmdp,0,Female,0,1,1,62,0,0,Dsl,1,1,0,1,1,0,Two year,0,Bank transfer (automatic),48.7,3008.55,100.28500000000001
7601-dhfwz,0,Female,0,0,0,48,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.0,1183.05,39.434999999999995
7601-gndyk,0,Male,0,1,1,35,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,686.95,22.898333333333333
7601-wfvzv,0,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,19.55,0.6516666666666667
7602-dbtou,0,Female,0,1,0,71,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,1416.5,47.21666666666667
7602-mvrmb,0,Female,0,1,1,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),110.45,8058.85,268.62833333333333
7603-ushjs,1,Male,0,0,1,12,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.75,871.4,29.046666666666667
7605-bdwdc,0,Female,0,0,0,31,0,0,Dsl,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),49.85,1520.1,50.669999999999995
7605-snlqg,0,Female,0,1,0,45,1,0,Dsl,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),50.25,2221.55,74.05166666666668
7606-bphhn,0,Male,0,0,0,72,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1468.75,48.958333333333336
7607-qkktj,0,Male,0,1,1,45,1,1,Fiber optic,0,1,1,0,0,1,One year,1,Credit card (automatic),95.0,4368.85,145.62833333333336
7608-rgiro,0,Male,0,0,1,62,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.4,1413.0,47.1
7609-nrnca,0,Female,0,0,0,17,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,280.85,9.361666666666668
7609-ybpxg,0,Male,0,0,0,54,1,1,Dsl,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),87.1,4735.2,157.84
7610-tvopg,0,Male,0,0,0,15,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.35,378.6,12.620000000000001
7611-ykytc,0,Male,0,1,1,22,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.0,1573.95,52.465
7613-llqfo,1,Male,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.45,1059.55,35.318333333333335
7614-qvwql,1,Male,0,1,1,49,0,0,Dsl,0,1,0,0,1,1,One year,1,Bank transfer (automatic),51.8,2541.25,84.70833333333333
7615-esmyf,1,Female,0,1,0,2,0,0,Dsl,0,0,0,0,1,1,Month-to-month,0,Electronic check,44.6,97.1,3.2366666666666664
7617-eyglw,0,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.45,19.45,0.6483333333333333
7619-odsgn,1,Male,0,1,1,24,1,1,Dsl,1,0,0,0,0,0,Month-to-month,0,Electronic check,54.75,1338.15,44.605000000000004
7619-plrlp,0,Female,0,1,0,53,1,1,Dsl,1,1,1,0,0,1,One year,0,Bank transfer (automatic),74.1,3833.95,127.79833333333333
7621-vpnet,0,Female,0,1,0,42,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Credit card (automatic),85.9,3729.75,124.325
7622-fwgew,0,Male,1,1,0,56,1,0,Dsl,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),85.65,4824.45,160.815
7622-nxqzr,0,Male,0,0,0,28,0,0,Dsl,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),30.1,810.85,27.028333333333332
7623-hkyrk,0,Male,0,0,1,6,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,111.65,3.7216666666666667
7623-trnqn,1,Male,0,0,1,1,1,0,Dsl,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.9,49.9,1.6633333333333333
7625-xcqrh,1,Female,0,0,0,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,837.95,27.93166666666667
7627-jkiaz,1,Female,0,1,0,37,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),78.95,2839.65,94.655
7629-wfglw,0,Female,1,1,0,56,1,1,Fiber optic,1,1,1,1,0,0,One year,0,Electronic check,95.65,5471.75,182.39166666666668
7629-wixzf,0,Female,0,0,0,7,1,0,Dsl,1,0,0,0,0,1,One year,1,Electronic check,59.1,369.25,12.308333333333334
7632-mnyoy,1,Male,1,0,0,66,1,1,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),110.9,7432.05,247.735
7632-yutxb,0,Female,0,1,1,25,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,520.1,17.336666666666666
7633-mvpuy,0,Male,0,1,0,57,1,0,Dsl,1,1,0,1,0,0,Two year,1,Electronic check,59.75,3450.15,115.00500000000001
7634-hlqjr,0,Female,0,1,1,47,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1016.7,33.89
7634-wswdb,0,Female,0,0,1,8,0,0,Dsl,1,0,0,0,0,1,Month-to-month,1,Electronic check,38.5,330.8,11.026666666666667
7636-owbpg,0,Male,1,0,0,12,0,0,Dsl,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),29.35,381.2,12.706666666666667
7636-pepns,0,Female,0,1,1,58,1,0,Dsl,0,0,0,0,0,0,One year,1,Mailed check,44.1,2413.05,80.435
7636-xuhww,0,Male,0,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.9,33.7,1.1233333333333335
7638-qvmvy,1,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.0,522.95,17.43166666666667
7639-liayi,0,Male,0,0,0,52,1,1,Dsl,1,0,0,1,1,1,Two year,1,Credit card (automatic),79.75,4217.8,140.59333333333333
7639-oplng,0,Male,0,1,1,70,1,1,Dsl,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),79.25,5731.85,191.06166666666667
7639-supcw,1,Female,0,0,0,22,1,0,Dsl,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),48.8,1054.6,35.15333333333333
7641-euyet,1,Male,1,1,1,46,1,1,Fiber optic,1,1,1,0,1,0,Month-to-month,1,Electronic check,100.7,4541.2,151.37333333333333
7641-tqfhn,0,Male,0,0,1,39,1,1,Fiber optic,0,0,0,1,1,1,Two year,0,Mailed check,100.55,3895.35,129.845
7643-rchxs,0,Female,0,1,1,63,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,19.35,1263.85,42.12833333333333
7644-omvmy,0,Male,0,1,1,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,,
7647-gyykx,0,Female,0,1,1,54,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.35,1092.35,36.41166666666666
7649-phjvr,0,Male,0,0,0,11,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,226.8,7.5600000000000005
7649-sijjf,0,Male,0,1,0,71,1,1,Dsl,1,1,1,1,0,1,Two year,1,Mailed check,80.1,5585.4,186.17999999999998
7654-ywjuf,0,Male,0,1,0,43,1,0,Fiber optic,1,0,1,1,0,0,One year,1,Bank transfer (automatic),84.25,3539.25,117.975
7657-dyepj,1,Male,1,0,0,38,1,0,Dsl,0,1,1,1,1,0,One year,1,Credit card (automatic),70.15,2497.35,83.24499999999999
7658-uyuqs,0,Male,1,1,0,21,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Bank transfer (automatic),86.55,1857.25,61.90833333333333
7660-hdpjv,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.2,69.2,2.3066666666666666
7661-cpurm,0,Male,0,0,0,19,1,0,Fiber optic,0,0,0,1,0,1,One year,1,Credit card (automatic),87.7,1725.95,57.531666666666666
7663-cuxzb,0,Male,0,1,0,59,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Electronic check,113.75,6561.25,218.70833333333334
7663-rgwbc,1,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.15,44.15,1.4716666666666667
7663-yjhsn,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),103.95,7556.9,251.89666666666665
7663-ztegj,0,Male,0,0,1,29,1,1,Fiber optic,0,1,1,1,0,1,One year,0,Credit card (automatic),100.55,2830.45,94.34833333333333
7665-nklav,0,Female,0,1,1,36,0,0,Dsl,1,0,1,1,0,0,Two year,0,Credit card (automatic),40.65,1547.35,51.57833333333333
7665-toald,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,69.6,2.32
7665-vigud,0,Male,0,0,0,10,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.35,176.3,5.876666666666667
7666-wkron,1,Female,0,0,0,39,1,0,Fiber optic,0,0,1,1,0,0,Two year,1,Electronic check,80.45,3201.55,106.71833333333333
7668-xcfyv,0,Female,1,1,0,17,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.55,1614.7,53.82333333333334
7669-lcrsd,0,Male,0,1,1,12,1,0,Dsl,0,0,0,0,1,0,Month-to-month,1,Mailed check,56.3,628.65,20.955
7670-zbpoq,0,Female,0,1,0,58,1,1,Dsl,1,0,0,1,0,0,One year,1,Bank transfer (automatic),61.05,3478.75,115.95833333333333
7672-vfmxz,0,Male,0,1,0,57,1,0,Dsl,1,0,0,1,0,0,Month-to-month,0,Electronic check,55.7,3171.6,105.72
7673-bqgku,0,Female,0,1,1,69,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.15,1337.5,44.583333333333336
7673-lprny,0,Female,0,0,0,23,1,1,Dsl,1,0,1,0,1,1,One year,1,Electronic check,78.55,1843.05,61.434999999999995
7674-ytafd,0,Female,0,0,0,33,1,0,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),79.95,2684.85,89.49499999999999
7675-ozczg,1,Female,1,0,0,3,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.0,127.1,4.236666666666666
7677-sjjjk,0,Male,0,1,1,8,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.9,153.95,5.131666666666666
7682-azndk,0,Male,0,1,1,34,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,89.85,3091.75,103.05833333333334
7683-cbdkj,1,Male,0,1,1,14,1,0,Dsl,1,1,0,0,1,0,Month-to-month,1,Electronic check,65.45,937.6,31.253333333333334
7684-xsziy,0,Male,0,1,1,72,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.3,1643.25,54.775
7688-awmdx,0,Male,0,1,0,71,1,0,Dsl,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),54.5,3778.2,125.94
7690-kpncu,0,Male,0,1,1,64,1,0,Dsl,1,0,1,0,1,1,One year,1,Credit card (automatic),73.05,4688.65,156.28833333333333
7691-kgkgp,0,Male,0,1,1,53,1,0,Dsl,0,1,0,1,1,0,Month-to-month,0,Credit card (automatic),65.0,3363.8,112.12666666666668
7691-xvtzh,0,Female,0,1,0,68,1,1,Fiber optic,0,0,1,0,1,0,Two year,1,Bank transfer (automatic),89.95,5974.3,199.14333333333335
7693-lckzl,1,Male,0,1,1,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.15,385.0,12.833333333333334
7693-qpefs,0,Male,1,0,0,52,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),72.95,3829.75,127.65833333333333
7694-vlbwq,1,Male,0,1,0,67,1,1,Fiber optic,0,1,1,0,1,1,One year,0,Electronic check,104.1,7040.85,234.69500000000002
7695-pklcz,0,Female,0,0,0,68,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1424.9,47.49666666666667
7696-amhod,0,Female,0,1,1,49,1,0,Dsl,0,1,1,0,1,1,One year,0,Credit card (automatic),78.0,3824.2,127.47333333333333
7696-cftat,0,Male,0,1,1,37,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.8,726.1,24.203333333333333
7698-yfgez,0,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,20.0,0.6666666666666666
7703-zekef,1,Male,0,0,0,23,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,81.0,1917.1,63.90333333333333
7706-dznkk,0,Male,0,0,0,11,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.45,237.3,7.91
